file,page,line_num,text,lang,score,ppl,cat
CTX199600359,59,26,"popisovaná jímka nejdúležitější objekt, objevený na zkoumané",ces_Latn,0.9999,329.25,Clear,
CTX199600359,59,27,parcele.,vie_Latn,0.5119,7915.87,Clear,
CTX199600359,59,28,"Nálezy: keramika ve zlomcích, 1 miniaturní nádobka ČMK nade",ces_Latn,0.9864,842.28,Clear,
CTX199600359,59,29,"dnem objektu, Fe hřebík, nůž (Obr. 41),přeslen, pozoruhodný",ces_Latn,0.9999,257.47,Clear,
CTX199600359,59,30,"soubor skla ( zl. číše s nálepem, zl. s natavenou nití, zl.",ces_Latn,0.7177,216.70,Clear,
CTX199600359,59,31,"poháru ze zvláštního nahnědlého skla ), zl. nejméně dvou",ces_Latn,1.0000,568.19,Clear,
CTX199600359,59,32,importovaných miniaturních nádobek s ostře zelenou glazurou,ces_Latn,0.9997,607.54,Clear,
CTX199600359,59,33,"na vnější straně, křídové bílá keramika, kachle, zvířecí",ces_Latn,1.0000,142.37,Clear,
CTX199600359,59,34,kosti.,ces_Latn,0.6473,328.24,Clear,
CTX199600359,59,36,Datování: 13. stol. - počátek 14.stol.,ces_Latn,0.9992,378.78,Clear,
CTX199600359,6,2,"Na druhé straně nelze zapomínat ani na skutečnost,",ces_Latn,1.0000,495.50,Clear,
CTX199600359,6,3,že vzdálenost mezi východním koncem ppč.40/1 a západním,ces_Latn,1.0000,314.78,Clear,
CTX199600359,6,4,okrajem Kostelního nám. s gotických chrámem sv. Jiljí ( dří,ces_Latn,1.0000,525.02,Clear,
CTX199600359,6,5,"dřísv. Mikuláše), které tvoří jádro městského půdorysu",ces_Latn,1.0000,263.20,Clear,
CTX199600359,6,6,"středověkého Nymburka, nepřesahuje 60m.",ces_Latn,1.0000,420.55,Clear,
CTX199600359,6,7,Předstihový archeologický výzkum byl vyvolán záměrem,ces_Latn,1.0000,268.64,Clear,
CTX199600359,6,8,Městského úřadu v Nymburce provést na výše uvedené parcele,ces_Latn,0.9967,416.26,Clear,
CTX199600359,6,9,demolici a vystavět zde areál Pensionu pro důchodce. Na zá,ces_Latn,1.0000,405.64,Clear,
CTX199600359,6,10,"zápředběžných jednání, která probíhala od r. 1993,",ces_Latn,1.0000,202.72,Clear,
CTX199600359,6,11,"a hlavně po seznámení s projektem stavby, bylo jasné, že",ces_Latn,1.0000,318.54,Clear,
CTX199600359,6,12,"půjde o velmi náročnou akci velkého rozsahu. Náklady hradil,",ces_Latn,0.9990,585.78,Clear,
CTX199600359,6,13,"dle příslušných zákonů o památkové ochraně, investor a to na",ces_Latn,1.0000,342.23,Clear,
CTX199600359,6,14,"základě smlouvy, uzavřené mezi Polabským muzeem v Poděbra",ces_Latn,1.0000,457.36,Clear,
CTX199600359,6,15,Poděbraa Městským úřadem v Nymburce.,ces_Latn,0.9998,304.12,Clear,
CTX199600359,6,16,Podmínky výzkumu lze jednoznačně označit jako velmi,ces_Latn,1.0000,318.38,Clear,
CTX199600359,6,17,"těžké. Výběr firmy, která měla stavbu provádět se pozdržel,",ces_Latn,1.0000,123.26,Clear,
CTX199600359,6,18,"stejně jako příprava parcely do stavu, který by umožňoval",ces_Latn,1.0000,229.41,Clear,
CTX199600359,6,19,( dle smlouvy) zahájení naší práce. Velké obtíže způsobil,ces_Latn,1.0000,421.80,Clear,
CTX199600359,6,20,už průběh demolice: např. část nájemníků nebyla včas vystě,ces_Latn,1.0000,195.89,Clear,
CTX199600359,6,21,"vystěrozvody elektřiny, plynu a vody nebyly dle dohody",ces_Latn,1.0000,713.96,Clear,
CTX199600359,6,22,odpojeny atd. Maximální operativnost z naší strany jsme po,ces_Latn,1.0000,1533.44,Clear,
CTX199600359,6,23,poza nevyhnutelnou. Měli jsme pochopení pro snahu,ces_Latn,1.0000,1872.76,Clear,
CTX199600359,6,24,"Městského úřadu, který usiloval o to, aby stavba byla reali",ces_Latn,1.0000,531.58,Clear,
CTX199600359,6,25,"realiv co nejkratším možném termínu, neboť byla závislá na",ces_Latn,1.0000,524.79,Clear,
CTX199600359,6,26,přidělené termínované státní dotaci. Jelikož však mnohé pra,ces_Latn,1.0000,662.52,Clear,
CTX199600359,60,1,56,N/A,0,0,Non-text,
CTX199600359,60,8,"170 x 90cm, hl. 130 - 160cm.",N/A,0,0,Non-text,
CTX199600359,6,27,prai středověké sídelní objekty zasahovaly do značných,ces_Latn,1.0000,235.30,Clear,
CTX199600359,6,28,hloubek a stratigrafická situace byla často velmi kompliko,ces_Latn,1.0000,2188.33,Clear,
CTX199600359,6,29,"komplikotento časový tlak naší práci nejen značně ztěžoval,",ces_Latn,1.0000,232.72,Clear,
CTX199600359,6,30,ale do určité míry i prodražoval (bylo např. nezbytné praco,ces_Latn,0.9999,1737.78,Clear,
CTX199600359,60,2,Objekt 29 - sektor C4,deu_Latn,0.3752,663.47,Clear,
CTX199600359,60,3,"Mělká jáma vanovitého tvaru a zhruba oválneho půdorysu,",ces_Latn,0.9329,647.23,Clear,
CTX199600359,60,4,orientovaná delší osou k SSV. Po začistení sídelního hori,ces_Latn,0.9841,848.35,Clear,
CTX199600359,60,5,zontu z doby hradištní a vrcholného stredoveku se odlišovala,ces_Latn,0.7055,857.70,Clear,
CTX199600359,60,6,tmavou hlinitou výplní s čočkami žlutého písku a malými,ces_Latn,0.8890,317.14,Clear,
CTX199600359,60,7,"zlomky vypálené mazanice, 1 kus mazanice byl velký. Rozměry:",ces_Latn,0.9998,317.04,Clear,
CTX199600359,60,9,"Nálezy: keramika, zvířecí kosti,",ces_Latn,0.9997,326.89,Clear,
CTX199600359,60,10,"Č. nálezů: 243,253",slk_Latn,0.6563,818.72,Clear,
CTX199600359,60,11,Datování : starší doba bronzová,ces_Latn,1.0000,2167.05,Clear,
CTX199600359,60,12,Objekt 30 - sektor C3,deu_Latn,0.2571,560.10,Clear,
CTX199600359,60,13,"Klenutý sklep z opukového zdivá, který byl zkoumán převážně",ces_Latn,1.0000,276.60,Clear,
CTX199600359,60,14,"ve východní části, nebot v západní byl ponechán kontrolní",ces_Latn,1.0000,228.03,Clear,
CTX199600359,60,15,"blok. Tento sklep představuje zadní část domu, ke kterému",ces_Latn,1.0000,481.13,Clear,
CTX199600359,60,16,"patřil v přední partii sklep o. 12. Ukázalo se však, že byl",ces_Latn,1.0000,273.08,Clear,
CTX199600359,60,17,bud částečně užíván až do recentní doby nebo došlo k větší,ces_Latn,1.0000,231.66,Clear,
CTX199600359,60,18,novodobé poruše v místech kontrolního bloku. Náběh opukové,ces_Latn,1.0000,355.27,Clear,
CTX199600359,60,19,"klenby byl zachován jen v malé části, kde byl též doložen",ces_Latn,1.0000,346.86,Clear,
CTX199600359,60,20,výmaz stěn.,ces_Latn,1.0000,182.56,Clear,
CTX199600359,60,21,V první fázi výzkumu byl vybrán kamenitý hrubý destrukční,ces_Latn,1.0000,251.25,Clear,
CTX199600359,60,22,"zával do hl. 200cm. Ve druhé fázi, kdy byla vytěžována zemi",ces_Latn,1.0000,492.62,Clear,
CTX199600359,60,23,"zemii z této centrální části stavební jámy, se ukázala poně",ces_Latn,1.0000,286.12,Clear,
CTX199600359,60,24,ponějiná situace. Zával západního úseku sklepa sahal až do,ces_Latn,0.9999,618.25,Clear,
CTX199600359,60,25,"hloubky přesahující 4m. Nálezy cihel, kamenů, prepáleného",ces_Latn,1.0000,673.12,Clear,
CTX199600359,60,26,"písku, popelovité hlíny a recentní keramiky, ukazovaly na",ces_Latn,0.9726,574.98,Clear,
CTX199600359,60,27,"novodobou aktivitu. Jedním vysvětlením by bylo, že i tento v",ces_Latn,0.9999,413.76,Clear,
CTX199600359,60,28,"pořadí třetí dům byl původně vybaven ""lochem"", který podbí-",ces_Latn,1.0000,196.38,Clear,
CTX199600359,60,29,"hal pod sklepy o. 30 a o 12. Zával, který byl objeven se mo",ces_Latn,1.0000,2265.35,Clear,
CTX199600359,60,30,"modostat do propadlé chodby ""lochu"". Je pravda, že při",ces_Latn,0.9996,497.70,Clear,
CTX199600359,60,31,"závěrečném odstraňování zeminy těžkou mechanizací, se jevilo",ces_Latn,1.0000,241.99,Clear,
CTX199600359,60,32,"zahloubení, vytesané do skalního podloží, jako poměrně úzké,",ces_Latn,1.0000,224.24,Clear,
CTX199600359,60,33,cca 2m. Situace byla však už značně nepřehledná a postup,ces_Latn,1.0000,552.91,Clear,
CTX199600359,60,34,stavebních prací nebylo možno zdržovat.,ces_Latn,1.0000,531.33,Clear,
CTX199600359,61,1,57,N/A,0,0,Non-text,
CTX199600359,60,35,"Dle prostorového uspořádání druhého patra sklepů, které se",ces_Latn,1.0000,1033.40,Clear,
CTX199600359,60,36,"podařilo na zkoumané parcele doložit, se popsaná alternativa",ces_Latn,1.0000,753.00,Clear,
CTX199600359,60,37,jeví jako velmi pravděpodobná.,ces_Latn,1.0000,426.34,Clear,
CTX199600359,60,38,"Nálezy: keramika ( tzv. berounské zboží, v partii při náběhu",ces_Latn,0.9998,381.80,Clear,
CTX199600359,61,2,"opukové klenby nalezen zl. s vlnicí Obr. 27), zvířecí kosti,",ces_Latn,0.9999,534.52,Clear,
CTX199600359,61,3,kostěná ozdobná jehlice,ces_Latn,1.0000,550.58,Clear,
CTX199600359,61,4,"Č.nálezů: 244,255,256 ( 1 zl. s vlnicí, pozdní DH, 259,260",ces_Latn,0.8985,352.44,Clear,
CTX199600359,61,5,Datování: 16. - 17. stol.a alespoň částečné další užívání.,ces_Latn,1.0000,190.98,Clear,
CTX199600359,61,6,Poznámka:,slk_Latn,0.9944,670.14,Clear,
CTX199600359,61,7,Pro výstavbu nelze vyloučit časnější datum.,ces_Latn,1.0000,315.91,Clear,
CTX199600359,61,8,Objekt 31 - sektor C4,deu_Latn,0.3213,622.97,Clear,
CTX199600359,61,9,Kůlová jáma kolmých stěn byla zachycena v úrovni osídlení z,ces_Latn,1.0000,265.06,Clear,
CTX199600359,61,10,pozdní doby hradištní. Vyznačovala se hlinitou tmavě,ces_Latn,1.0000,654.90,Clear,
CTX199600359,61,11,kropenatou výplní s drobnými úlomky opuky. Zahlubovala se do,ces_Latn,0.9985,621.21,Clear,
CTX199600359,61,12,černé kulturní vrstvy pravěké a to v hl. 160 - 185cm.,ces_Latn,0.9996,446.22,Clear,
CTX199600359,61,13,Nálezy : keramika,ces_Latn,0.5583,5693.25,Clear,
CTX199600359,61,14,Č. nálezů: 254,slk_Latn,0.6561,1303.16,Clear,
CTX199600359,61,15,Datování: pozdní DH -13. stol.,ces_Latn,1.0000,1285.28,Clear,
CTX199600359,61,16,Objekt 32 - sektor Cl,deu_Latn,0.2992,875.23,Clear,
CTX199600359,61,17,"Kůlová jáma stejné výplně jako o. 31, situovaná do bezpro",ces_Latn,1.0000,422.15,Clear,
CTX199600359,61,18,bezprovýchodního sousedství. Jáma měla pouze méně kolmé,ces_Latn,1.0000,251.34,Clear,
CTX199600359,61,19,"stěny, stratigrafická pozice byla rovněž stejná. Zřejmě jde",ces_Latn,1.0000,195.59,Clear,
CTX199600359,61,20,o pozůstatky stejné konstrukce.,ces_Latn,1.0000,452.68,Clear,
CTX199600359,61,21,Nálezy: 0,ces_Latn,0.9400,2547.55,Clear,
CTX199600359,61,22,Datování: pozdní DH - 13.stol ( dle stratigrafie),ces_Latn,0.9992,825.79,Clear,
CTX199600359,61,23,Poznámka:,slk_Latn,0.9944,670.14,Clear,
CTX199600359,61,24,"Dvojice kůlů ( o. 31 a 32), situovaných v nevelké vzdálenos",ces_Latn,0.9999,670.67,Clear,
CTX199600359,61,25,"vzdálenosod sebe, má analogii v jamkách o. 8 a 9, zachycených geo",ces_Latn,0.9898,997.74,Clear,
CTX199600359,61,26,geosondou v sektoru B6. Charakter výplně je analogic,ces_Latn,0.9961,876.75,Clear,
CTX199600359,61,27,analogicstejně jako těsná blízkost obou objektů. Bezpochyby se,ces_Latn,1.0000,315.71,Clear,
CTX199600359,61,28,"i zde jedná o doklady dřevěné nadúrovňové zástavby, ke které",ces_Latn,1.0000,340.69,Clear,
CTX199600359,61,29,"mohly patřit i velmi drobné 4 jamky, vypracované ve stejné",ces_Latn,1.0000,1359.75,Clear,
CTX199600359,61,30,úrovni severně od nedalekého o. 33,ces_Latn,1.0000,1140.58,Clear,
CTX199600359,61,31,Objekt 33 - sektor C4,deu_Latn,0.3720,649.17,Clear,
CTX199600359,61,32,"Zemnice, zachycená jen menší, západní částí. Ve výplni se",ces_Latn,1.0000,499.65,Clear,
CTX199600359,61,33,střídaly vrstvy hlinité tmavěšedé s šedými kropenatými. Mezi,ces_Latn,0.9999,259.95,Clear,
CTX199600359,62,1,58,N/A,0,0,Non-text,
CTX199600359,62,8,"Č.nálezů: 263,264,270,271,277,278,279",N/A,0,0,Non-text,
CTX199600359,61,34,tyto se vkládaly úzké vrstvičky světlého jílu nebo opukové,ces_Latn,1.0000,408.35,Clear,
CTX199600359,61,35,"drti. Spodní část výplně byla tmavá, hlinitá. Objek byl",ces_Latn,1.0000,273.99,Clear,
CTX199600359,61,36,zachycen v hl. 120cm a sahal do hl. 230cm. Stěny byly mírně,ces_Latn,1.0000,400.04,Clear,
CTX199600359,62,2,"sešikmené a dno rovné, Tab. XVIII. V hl.200 cm byla z výplně",ces_Latn,0.9998,411.16,Clear,
CTX199600359,62,3,vyzvednuta gotická vysušená cihla - vepřovice.,ces_Latn,0.5900,1086.23,Clear,
CTX199600359,62,4,"Nálezy: keramika ( ČMK, 1 zl. s vlnicí, šedá kamenina, bílý",ces_Latn,0.9501,395.35,Clear,
CTX199600359,62,5,"nátěr, válcovitý pohár, 1 zl.s plastickou výzdobou kombino",ces_Latn,0.9464,180.61,Clear,
CTX199600359,62,6,"kombinos glazováním, pravděpodobně import - Tab. XXXI vlevo",ces_Latn,1.0000,427.56,Clear,
CTX199600359,62,7,"dole), Fe tyčinka, struska, mušle.",slv_Latn,0.1993,804.21,Clear,
CTX199600359,62,9,Datování: 13. stol. - počátek 14.stol.,ces_Latn,0.9992,378.78,Clear,
CTX199600359,62,10,Objekt 34 - sektor E5,deu_Latn,0.3299,750.14,Clear,
CTX199600359,62,11,Jímka čtyřhranného (téměř čtvercového) půdorysu zachycená a,ces_Latn,1.0000,276.09,Clear,
CTX199600359,62,12,částečně zničená hlubokým výkopem pro kanalizaci. ( Šlo o,ces_Latn,1.0000,182.44,Clear,
CTX199600359,62,13,"prostor, který už dle původního projektu stavby neměl být",ces_Latn,1.0000,190.00,Clear,
CTX199600359,62,14,nijak porušen). Objekt byl po začistění profilu pouze vzor,ces_Latn,1.0000,427.94,Clear,
CTX199600359,62,15,vzornebot přístup byl velmi obtížný. Zvrstvení hlinitojí-,ces_Latn,1.0000,635.10,Clear,
CTX199600359,62,16,"lovitého zásypu ukazovalo na postupné zaplnění jímky, ve",ces_Latn,0.9994,484.06,Clear,
CTX199600359,62,17,které bylo nade dnem objeveno větší množství zvířecích kos,ces_Latn,1.0000,286.98,Clear,
CTX199600359,62,18,kosV této spodní polovině byla výplň světlejší s větší,ces_Latn,1.0000,173.15,Clear,
CTX199600359,62,19,příměsí drobného kamení a těžkého mazlavého jílu v úzkých,ces_Latn,1.0000,130.80,Clear,
CTX199600359,62,20,vrstvičkách. V těsném sousedství bylo objeveno zdivo z men,ces_Latn,1.0000,663.38,Clear,
CTX199600359,62,21,"menkamenů spojených jílem ( o. 36 ), které pokračovalo J",ces_Latn,1.0000,608.03,Clear,
CTX199600359,62,22,směrem. Severním směrem bylo zničeno výkopem pro kanalizaci.,ces_Latn,1.0000,294.30,Clear,
CTX199600359,62,23,"Popsané zdivo s jímkou, o. 34, nesouviselo. Terenní situace",ces_Latn,1.0000,1901.52,Clear,
CTX199600359,62,24,"spíše ukazuje, že tvořilo Z stranu sklepa nebo zahloubené",ces_Latn,1.0000,553.20,Clear,
CTX199600359,62,25,"komory, chronologicky mladší, neboť jímku zbytky zásypu",ces_Latn,0.9735,1030.85,Clear,
CTX199600359,62,26,tohoto objektu překrývaly.,ces_Latn,1.0000,576.91,Clear,
CTX199600359,62,27,V těsném V sousedství byl zjištěn zbytek dalšího zdivá z,ces_Latn,1.0000,455.05,Clear,
CTX199600359,62,28,"opukových kamenů, spojených nápadně načervenalou písečnou",ces_Latn,0.9994,218.98,Clear,
CTX199600359,62,29,"maltou. Svým charakterem odpovídá zdivu velké budovy o.46,",ces_Latn,0.9998,815.12,Clear,
CTX199600359,62,30,pouze je poněkud užší. Celková stratigafická situace tomuto,ces_Latn,0.9999,737.03,Clear,
CTX199600359,62,31,"spojení neodporuje,Tab. XXI. Popsané zdivo tedy s o.34",ces_Latn,0.9920,1753.13,Clear,
CTX199600359,62,32,rovněž nesouvisí.,ces_Latn,1.0000,265.89,Clear,
CTX199600359,62,33,V průběhu závěrečných prací se podařilo snížit prostor nad,ces_Latn,1.0000,210.54,Clear,
CTX199600359,62,34,"jímkou, aby bylo možno rozeznat její půdorys.Tab. XXIII. Při",ces_Latn,1.0000,362.77,Clear,
CTX199600359,62,35,této příležitosti byla začistěna i V část otevřeného profilu,ces_Latn,1.0000,214.76,Clear,
CTX199600359,63,1,59,N/A,0,0,Non-text,
CTX199600359,63,5,"Č.nálezů: 292,293,294,306,307,308, 316",N/A,0,0,Non-text,
CTX199600359,62,36,"jímky a tehdy bylo zjištěno, že zeď, patřící k o.46, zde",ces_Latn,1.0000,288.19,Clear,
CTX199600359,62,37,končila.,ces_Latn,0.9375,1274.34,Clear,
CTX199600359,63,2,"Nálezy: keramika ( drobné okraje, ČMK, nádoba s bílým nátě",ces_Latn,0.9987,373.28,Clear,
CTX199600359,63,3,"nátěvně i uvnitř, hrnčířská značka), Fe špičatý předmět,",ces_Latn,1.0000,99.58,Clear,
CTX199600359,63,4,zvířecí kosti,ces_Latn,1.0000,367.83,Clear,
CTX199600359,63,6,Datování: 13. stol. - 14. stol.,ces_Latn,0.9954,197.87,Clear,
CTX199600359,63,7,Objekt 34a - sektor D5,slk_Latn,0.3559,804.94,Clear,
CTX199600359,63,8,Malý sklípek čtvercového půdorysu ( 120 x 120cm) měl rovné,ces_Latn,1.0000,273.10,Clear,
CTX199600359,63,9,kolmé stěny a rovné dno. Horní částí byl zahlouben do,ces_Latn,1.0000,434.37,Clear,
CTX199600359,63,10,pravěké kulturní vrstvy a spodní zasáhl až do skalního,ces_Latn,1.0000,330.99,Clear,
CTX199600359,63,11,podloží. Tmavá šedohnědá výplň s příměsí jílu byla zazname,ces_Latn,1.0000,184.71,Clear,
CTX199600359,63,12,zaznamev horní části sklípku. Ve spodní třetině byla výplň,ces_Latn,1.0000,354.14,Clear,
CTX199600359,63,13,tmavá písčitá s uhlíky a kusy zetlelého dřeva. Horní část,ces_Latn,1.0000,469.63,Clear,
CTX199600359,63,14,byla částečně zničena při stavbě dlouhé severní zdi velké,ces_Latn,1.0000,233.88,Clear,
CTX199600359,63,15,budovy 0.46. Jižní strana byla dále narušena výkopem pro,ces_Latn,1.0000,416.04,Clear,
CTX199600359,63,16,"kanalizaci, Tab. XXIV.",slv_Latn,0.5029,347.20,Clear,
CTX199600359,63,17,"Nálezy: keramika (ČMK, bílé malování,tvar s vývalkovou šrou-",ces_Latn,0.9981,909.24,Clear,
CTX199600359,63,18,bovicí - bude možno slepit a doplnit nejméně 5 nádob).,ces_Latn,1.0000,1019.33,Clear,
CTX199600359,63,19,"č. Sáčku: 295, 299",ces_Latn,0.8093,645.67,Clear,
CTX199600359,63,20,Datování : 13. stol.- poč. 14. stol.,ces_Latn,0.9999,504.49,Clear,
CTX199600359,63,21,Poznámka:,slk_Latn,0.9944,670.14,Clear,
CTX199600359,63,22,Jako intruse se vyskytly ve výplni objektu pravěké zlomky,ces_Latn,1.0000,545.30,Clear,
CTX199600359,63,23,"(eneolit a doba bronzová), které potvrzují přítomnost osíd",ces_Latn,1.0000,1252.93,Clear,
CTX199600359,63,24,osídtěchto období v bezprostředním okolí.,ces_Latn,1.0000,276.76,Clear,
CTX199600359,64,1,60,N/A,0,0,Non-text,
CTX199600359,63,25,Objekt 35 - sektor D 4,deu_Latn,0.4576,870.61,Clear,
CTX199600359,63,26,Pravěká jáma kotlovítého tvaru (rozpoznatelná výraznou čer,ces_Latn,0.9981,359.38,Clear,
CTX199600359,63,27,"čeruhlíkatou výplní), byla zaznamenána v Z straně kanali",ces_Latn,1.0000,849.08,Clear,
CTX199600359,63,28,kanalirýhy. Zahlubovala se do světlehnědé kulturní vrstvy,ces_Latn,1.0000,637.48,Clear,
CTX199600359,63,29,a spodní částí dosahovala až těsně ke skalnímu podloží.,ces_Latn,1.0000,287.66,Clear,
CTX199600359,63,30,Z technických důvodů nebylo možno objekt blíže zkoumat. Pro,ces_Latn,1.0000,275.81,Clear,
CTX199600359,63,31,Probyl začistěn a vzorkován. Tab. XXII.,ces_Latn,1.0000,331.99,Clear,
CTX199600359,63,32,"Nálezy: keramika, zvířecí kosti",ces_Latn,0.9998,388.08,Clear,
CTX199600359,63,33,"Č.sáčků: 300,301,302",ces_Latn,0.3694,267.10,Clear,
CTX199600359,63,34,Datování: starší doba bronzová s eneolitickou a neolitickou,ces_Latn,0.9974,1292.61,Clear,
CTX199600359,63,35,intrusí,gle_Latn,0.7862,20161.14,Clear,
CTX199600359,64,2,Objekt 35a - sektor D4,slk_Latn,0.3204,808.19,Clear,
CTX199600359,64,3,Malý zbytek ( o sile 10cm) dna jámy se světlehnědou hlinitou,ces_Latn,1.0000,789.32,Clear,
CTX199600359,64,4,"výplní, zahlubující se do skalního podloží. Větší část byla",ces_Latn,1.0000,180.43,Clear,
CTX199600359,64,5,zničena při hloubení rýhy pro kanalizaci*,ces_Latn,1.0000,705.06,Clear,
CTX199600359,64,6,Nálezy: keramika,ces_Latn,0.7176,4385.72,Clear,
CTX199600359,64,7,Č.sáčku:303cm.,slk_Latn,0.4732,935.63,Clear,
CTX199600359,64,8,Datování: doba bronzová,ces_Latn,1.0000,1411.45,Clear,
CTX199600359,64,9,Objekt 36 - sektor E5,deu_Latn,0.3162,765.85,Clear,
CTX199600359,64,10,"Zdivo skládající se z menších kamenů a malých zl. cihel,",ces_Latn,1.0000,341.66,Clear,
CTX199600359,64,11,které sahalo až těsně k úrovni podloží. Bylo zachyceno a,ces_Latn,1.0000,310.11,Clear,
CTX199600359,64,12,"částečně zničeno v J profilu kanalizační rýhy, v těsném sou",ces_Latn,1.0000,296.48,Clear,
CTX199600359,64,13,soujímky 0.34. Ve své spodní části se zahlubovalo z,ces_Latn,1.0000,594.50,Clear,
CTX199600359,64,14,obou stran do pravěké kulturní vrstvy. Ve V sousedství se,ces_Latn,1.0000,563.83,Clear,
CTX199600359,64,15,"podařilo zachytit zbytek přiléhajícího zásypu, který jímku",ces_Latn,1.0000,424.25,Clear,
CTX199600359,64,16,"o. 34 překrýval a patřil zřejmě k vnitřní výplni objektu,",ces_Latn,1.0000,188.93,Clear,
CTX199600359,64,17,nejspíše zděné komoře nebo sklepu. V závěrečné fázi terén,ces_Latn,1.0000,242.07,Clear,
CTX199600359,64,18,terénúprav mohla být poněkud začistěna horní část popsaného,ces_Latn,1.0000,509.60,Clear,
CTX199600359,64,19,zdivá a při tom zjištěna jeho orientace ( viz celkový plán).,ces_Latn,1.0000,708.30,Clear,
CTX199600359,64,20,Směrovala k SZ a odlišovala se jak od zdí trojprostorových,ces_Latn,1.0000,415.72,Clear,
CTX199600359,64,21,"domů, tak od staveb, patřících k pivovaru. Tab. XXXI - naho",ces_Latn,0.9995,601.37,Clear,
CTX199600359,64,22,nahozed vpravo od jímky o. 34.,ces_Latn,0.9640,863.56,Clear,
CTX199600359,64,23,Nálezy: nebyly učiněny,ces_Latn,1.0000,827.09,Clear,
CTX199600359,64,24,Datování: Zdivo náleželo ke stavbě mladší než je jímka o.34,ces_Latn,1.0000,442.12,Clear,
CTX199600359,64,25,kterou překrývalo.,ces_Latn,1.0000,286.05,Clear,
CTX199600359,64,26,Objekt 37 - sektor C6,deu_Latn,0.3794,710.40,Clear,
CTX199600359,65,1,61,N/A,0,0,Non-text,
CTX199600359,64,27,Polozemnice nebo zemnice v horní části zničená středověkým,ces_Latn,1.0000,340.53,Clear,
CTX199600359,64,28,"osídlením, mimo jiné vstupní šíjí sklepa o. 4. Zachována",ces_Latn,1.0000,355.21,Clear,
CTX199600359,64,29,zůstala nejspodnější část s rovnými stěnami a dnem. Objekt,ces_Latn,1.0000,180.21,Clear,
CTX199600359,64,30,"byl zachycen v závěrečné etapě hloubení stavební jámy, při",ces_Latn,1.0000,319.72,Clear,
CTX199600359,64,31,"začisťování V profilu, při zdi budovy soudu. Bylo možno",ces_Latn,1.0000,546.09,Clear,
CTX199600359,64,32,"konstatovat, že zemnice zde začínala a pokračovala směrem",ces_Latn,0.9998,411.44,Clear,
CTX199600359,64,33,východním do již zastavěné plochy. Hlinitá výplň vykazovala,ces_Latn,0.9999,212.55,Clear,
CTX199600359,64,34,"při S straně výrazné množství uhlíků, ukazujících vydřevení",ces_Latn,1.0000,145.25,Clear,
CTX199600359,64,35,stěny a ve středové partii světlý do červena vypálený,ces_Latn,1.0000,202.32,Clear,
CTX199600359,64,36,jílovitý zásyp (viz profil v části 4). Tab. XXVIII - nahoře.,ces_Latn,1.0000,370.34,Clear,
CTX199600359,65,2,Nálezy: keramika ( bílé malování do pruhů),ces_Latn,1.0000,787.39,Clear,
CTX199600359,65,3,"Č. sáčků: 311,313",ces_Latn,0.3840,480.08,Clear,
CTX199600359,65,4,Datování: 13. stol.,ces_Latn,0.9996,1314.66,Clear,
CTX199600359,65,5,Objekt 38 - sektory A4 - 5,slk_Latn,0.6491,1012.85,Clear,
CTX199600359,65,6,Značně poničený sklep původně s cihlovou klenbou. Výplň,ces_Latn,1.0000,169.05,Clear,
CTX199600359,65,7,byla tvořena hlinitými černými náplavy. Původně šlo nejspíše,ces_Latn,1.0000,181.29,Clear,
CTX199600359,65,8,"o větší objekt, jehož bližší charakteristika nebyla možná.",ces_Latn,1.0000,151.57,Clear,
CTX199600359,65,9,Nálezy: keramika,ces_Latn,0.7176,4385.72,Clear,
CTX199600359,65,10,Č.sáčku: 312,ces_Latn,0.6689,1228.73,Clear,
CTX199600359,65,11,Datování: 16. - 17. stol.,ces_Latn,0.9988,562.51,Clear,
CTX199600359,65,12,Objekt 39 - sektor D6,deu_Latn,0.4632,724.48,Clear,
CTX199600359,65,13,Po začistění V profilu stavební jámy bylo objeveno nápadné,ces_Latn,1.0000,757.93,Clear,
CTX199600359,65,14,"zahloubení, porušující pravěkou kulturní vrstvu a zasahující",ces_Latn,1.0000,269.25,Clear,
CTX199600359,65,15,těsně ke skalnímu podloží. Tab.XXIX nahoře. V nejspodnější,ces_Latn,1.0000,259.12,Clear,
CTX199600359,65,16,"partii bylo zaznamenáno zúžení, připomínající kůlovou jámu",ces_Latn,1.0000,303.31,Clear,
CTX199600359,65,17,"nebo žlábek po mělčí palisádě, zasazené do širšího žlabu.",ces_Latn,1.0000,192.74,Clear,
CTX199600359,65,18,"Jelikož objekt nemohl být j inak blíže zkoumán, je jeho",ces_Latn,0.9998,346.05,Clear,
CTX199600359,65,19,interpretace obtížná. Z hlinité výplně s drobnou opukou se,ces_Latn,1.0000,869.19,Clear,
CTX199600359,65,20,podařilo získat jen zlomky keramiky knovízské kultury. Cel,ces_Latn,0.9984,928.25,Clear,
CTX199600359,65,21,"Celstratigrafická situace, kterou předvádí profil v přílo",ces_Latn,1.0000,453.93,Clear,
CTX199600359,65,22,"přílo(Část 4.), ukazuje na silné porušení horní partie",ces_Latn,0.9998,439.06,Clear,
CTX199600359,65,23,středověkým osídlením.,ces_Latn,1.0000,136.72,Clear,
CTX199600359,65,24,Nálezy:.keramika,ces_Latn,0.6169,4407.08,Clear,
CTX199600359,65,25,"Č.sáčku: 314,318",ces_Latn,0.6622,793.06,Clear,
