keyword,score
uvázati,1.00
24463 /12,1.00
litoměřicích,1.00
mon,1.00
vat,1.00
/735,1.00
drahobuzy,1.00
břehoryj,1.00
74a/lneg,1.00
dubany,1.00
nezjištěny,1.00
1418 jindřich,1.00
buban,1.00
encovany,1.00
zavezen,1.00
vnzowan,1.00
1405 joh,1.00
pem,1.00
zvané,1.00
kota 264,1.00
severoseverovýchodně,1.00
dokes,1.00
naplentovány,1.00
la/,1.00
-nnz,1.00
linná,1.00
hrašem,1.00
rezervou,1.00
uváděné,1.00
prováděné,1.00
431 hantschel,1.00
54a/l,1.00
nog,1.00
kotou 451,1.00
mausoleu,1.00
jenebyla,1.00
exc,1.00
2850% 80,1.00
/57,1.00
hrušovany,1.00
václava,1.00
hrušovan,1.00
kota 251,1.00
enconan,1.00
zbarokisován,1.00
pastvinou,1.00
1272 greg,1.00
454 658/1,1.00
‘09,1.00
1ig,1.00
hrušovka,1.00
poli,1.00
roku 1508,1.00
souvislost,1.00
domnívat,1.00
chotiměř,1.00
1280 petr,1.00
chotomíře,1.00
lovosicích,1.00
jenčice,1.00
kota 481,1.00
severových,1.00
rohu,1.00
níže,1.00
zřícenihou,1.00
zanikl,1.00
koshal,1.00
lovosicích 2,1.00
teige,1.00
form,1.00
altovad,1.00
dz 143,1.00
25ooo,1.00
sa/lneg,1.00
144/4 58288,1.00
jištěrpy,1.00
hostinci,1.00
xllstol,1.00
rozbořila,1.00
zazděné,1.00
dubé,1.00
dubina,1.00
dvoru,1.00
vchodem,1.00
nálezy,1.00
kopí,1.00
šipky,1.00
museum,1.00
23/1,1.00
xii,1.00
podélné,1.00
klepý,1.00
změněno,1.00
valdeka,1.00
přezval,1.00
zajíce,1.00
módě,1.00
hasenburk,1.00
66a/lneg,1.00
plán-neg,1.00
konojedy,1.00
conoiedi,1.00
konogedi,1.00
1522 albrecht,1.00
pojetic,1.00
konojedech,1.00
zneg,1.00
drchlava,1.00
pole,1.00
drchlavy,1.00
třetí,1.00
oddělena,1.00
nímž,1.00
navazuje,1.00
stromy,1.00
zřejmě,1.00
282 vyobr,1.00
kota 487,1.00
východu,1.00
1711/52,1.00
č+a/neg-č,1.00
křemín,1.00
zahořany,1.00
kota 239,1.00
čemž,1.00
okolnost,1.00
tzv,1.00
vzniklo,1.00
jelikož,1.00
/zp,1.00
xix,1.00
č5n/neg,1.00
sebín,1.00
zděného,1.00
šebíně,1.00
vyvýšen,1.00
opuková,1.00
tabule,1.00
končící,1.00
72a/lneg,1.00
72b,1.00
meq,1.00
284i0,1.00
as4ii,1.00
284%,1.00
liběšice,1.00
pavilon,1.00
1549 voldřich,1.00
duban,1.00
lybiessiczych,1.00
67a/lneg,1.00
libinky,1.00
nedalo,1.00
vinné,1.00
pán,1.00
libenkách,1.00
f33,1.00
libochovany,1.00
zaležena,1.00
byty,1.00
ulice,1.00
1057 lubohovaz,1.00
liubohovass,1.00
608/heg,1.00
libochovice,1.00
1282 sulizlaus,1.00
1412 mik,1.00
hazmburku,1.00
728/2neg,1.00
biskupství,1.00
petra,1.00
trval,1.00
doby,1.00
družstva,1.00
48%,1.00
dřevčice,1.00
bývalým,1.00
dolským,1.00
dřevčic,1.00
nalézá,1.00
jradem,1.00
nár,1.00
museu,1.00
sulevic,1.00
vyobr,1.00
87/2,1.00
92/2,1.00
998 5*82,1.00
8ta,1.00
f36,1.00
lukohořany,1.00
civit,1.00
lun,1.00
medvědice,1.00
založen©,1.00
/34,1.00
milešov,1.00
zotavovna,1.00
pceecérder,1.00
zdvíhající,1.00
místu,1.00
rozhledna,1.00
dz 8,1.00
<00,1.00
/39,1.00
poloho,1.00
nyn,1.00
hřbitova,1.00
patře,1.00
upozornil,1.00
vs/lneg,1.00
okne,1.00
vystavený,1.00
618/2neg,1.00
f^i,1.00
oloha,1.00
1486 boh,1.00
vchynic,1.00
opárně,1.00
palacký,1.00
formelbucher,1.00
a/zeg,1.00
pišťaný,1.00
120 cm,1.00
71a/lneg,1.00
roku 1850,1.00
376 msi,1.00
/44,1.00
pnětluky,1.00
1376 katheriha,1.00
1521 jiřík,1.00
stroupec,1.00
knětlucích,1.00
dz 1,1.00
-/v,1.00
počaply,1.00
zemřel,1.00
dubá,1.00
silnici,1.00
podsedice,1.00
possedic,1.00
secláček,1.00
~78,1.00
podviní,1.00
kat,1.00
tvrzišté,1.00
kotě 252,1.00
ploskovic,1.00
větší,1.00
č57a/zeg,1.00
/48,1.00
pokratice,1.00
henichovská,1.00
hurtovská,1.00
demolice,1.00
1575 pusté,1.00
1227 polepi,1.00
1233 greg,1.00
monio,1.00
lutomeric,1.00
r/0,1.00
/50,1.00
zahradě,1.00
lo3 447,1.00
rochov,1.00
proměněn,1.00
7la/aeg,1.00
/82,1.00
řepčice,1.00
kota 593,1.00
374 msi,1.00
682 mitteil,1.00
ndb,1.00
teb,1.00
řepnice,1.00
uváděná,1.00
solany,1.00
/535,1.00
sulejovice,1.00
proměněna,1.00
sýpku,1.00
hamru,1.00
mimoně,1.00
založeného,1.00
zaniklého,1.00
nezměněn,1.00
1283 joh,1.00
anděl-kabíček,1.00
má/,1.00
83/,1.00
29986 /30,1.00
tetčiněves,1.00
1401 joh,1.00
sezimovi,1.00
bílek,1.00
4o/2,1.00
/76,1.00
zachovaného,1.00
archívu,1.00
macka,1.00
56n/neg,1.00
/06,1.00
třebívlice,1.00
dz 68,1.00
prestavenia,1.00
třebušína,1.00
kota 530,1.00
klíč,1.00
404/2,1.00
<63,1.00
z6z,1.00
rašovice,1.00
rašovicemi,1.00
skalnatém,1.00
pěší,1.00
cimbuřím,1.00
opuštěn,1.00
mitteil,1.00
ver,1.00
gesch,1.00
tandler,1.00
miscel,1.00
708/2neg,1.00
56724 olr,1.00
tob,1.00
úštěk,1.00
náměstí,1.00
renes,1.00
vědlice,1.00
1399 hynek,1.00
wedlice,1.00
velemín,1.00
prostory,1.00
tvrzištěm,1.00
poun,1.00
žernosek,1.00
kota 241,1.00
3752 označení,1.00
kalvarie,1.00
kotě 258,1.00
kalvárii,1.00
přikopej,1.00
končí,1.00
clxiii,1.00
52 hantschel,1.00
406 tesař,1.00
litoměřicko,1.00
59a,1.00
holany,1.00
kupa,1.00
holan,1.00
střílnou,1.00
trámy,1.00
/neg,1.00
5% 166,1.00
tvrzistě,1.00
hrádek*,1.00
žerosek,1.00
kota 268,1.00
koty 219,1.00
maria*/,1.00
průměr,1.00
píč,1.00
367 pam,1.00
arch,1.00
33/1,1.00
němž,1.00
608/2neg,1.00
/83,1.00
vchynice,1.00
dz 4,1.00
šancích,1.00
výzkum,1.00
váňa,1.00
zjištění,1.00
souhlasné,1.00
-2/2,1.00
1^2,1.00
víska,1.00
vlastiskav,1.00
vlastislavi,1.00
sutomi,1.00
300 kroků,1.00
vybudované,1.00
1357 ad,1.00
88 mapa1,1.00
2/3,1.00
vrbičany,1.00
1226 zlauco,1.00
426 =a,1.00
zábabeč,1.00
kote 484,1.00
úsek,1.00
dráždanech,1.00
jedině,1.00
1318 super,1.00
42/117 2,1.00
33/2,1.00
mlýn,1.00
lípg,1.00
vedou,1.00
834/,1.00
r65,1.00
zimoř,1.00
oba,1.00
reg,1.00
288/1907 3,1.00
/78,1.00
drahuš,1.00
bezděkov,1.00
zemi,1.00
maltu,1.00
bitozeves,1.00
března,1.00
změněn,1.00
bithozeuess,1.00
229 tutte,1.00
15a,1.00
#ři,1.00
blažím,1.00
vzdáleného 40,1.00
dlouhá,1.00
-xiv,1.00
1332 blazim,1.00
77-79,1.00
207 tutte,1.00
17a„neg,1.00
činov,1.00
čiňov,1.00
divu,1.00
znatelné,1.00
sondy,1.00
nenalezli,1.00
/03,1.00
lesy,1.00
hajnice,1.00
eviken,1.00
praha,1.00
ll 4,1.00
holedeč,1.00
vchází,1.00
přízemím,1.00
hořetice,1.00
jišně,1.00
klinštejn,1.00
libchavy,1.00
weinberg,1.00
kota 301,1.00
ssutinách,1.00
roku 1946,1.00
20b,1.00
kozly,1.00
bíliny,1.00
26d/,1.00
levonice,1.00
lhote,1.00
nečimic,1.00
lhoty,1.00
chmelnice,1.00
hradě,1.00
posud,1.00
povídá,1.00
1955 změněno,1.00
chmelnici,1.00
zmizely-,1.00
žatci,1.00
18o/2,1.00
libčeves,1.00
bít,1.00
ličkova,1.00
1959 zbořena,1.00
libiecziczych,1.00
18a4neg,1.00
6lt,1.00
libořice,1.00
podbořan,1.00
angl,1.00
ličkov,1.00
1359 joh,1.00
1a/neg,1.00
lipno,1.00
1434 chotibor,1.00
lišanech,1.00
okr,1.00
tyr,1.00
ště,1.00
pýv,1.00
nes,1.00
ráz,1.00
lybiechau,1.00
bíček,1.00
86/2,1.00
z'soa,1.00
měcholupy,1.00
míníce,1.00
tutte,1.00
nikdy,1.00
zmizely,1.00
1327 steph,1.00
nečemice,1.00
levo,1.00
návsí,1.00
1355 ad,1.00
1561 boh,1.00
vepsat,1.00
tamže 433,1.00
160/,1.00
nehasice,1.00
prostor,1.00
mladohradištní,1.00
neklaň,1.00
pretholz,1.00
chrom,1.00
boem,1.00
220/,1.00
22b,1.00
rybňany,1.00
ohří,1.00
vchodu,1.00
sedčice,1.00
žace,1.00
jinde,1.00
sedcicz,1.00
1372 ad,1.00
sekirka,1.00
seménkovice,1.00
staňkovice,1.00
chmelice,1.00
chmelic,1.00
výšině,1.00
vystupují,1.00
1- 1,1.00
zatímco,1.00
nejpravěpodobněji,1.00
schlossel,1.00
tutte 888,1.00
nikla,1.00
hostíkovice,1.00
zakreslen,1.00
214 vyobr,1.00
ostění,1.00
msi 878,1.00
tabč,1.00
truzenice,1.00
velemyšleves,1.00
dala,1.00
dz 62,1.00
zeměd,1.00
sekerka,1.00
vidovle,1.00
fostoloprt,1.00
železná,1.00
měcholup,1.00
vendidit,1.00
rkp,1.00
knih,1.00
žiželice,1.00
katastru,1.00
přesto,1.00
žiželic,1.00
hpar,1.00
zeberk,1.00
mostu,1.00
seeberg,1.00
eisenberk,1.00
ervěnic,1.00
dol,1.00
kota 705,1.00
výše,1.00
***,1.00
potoce,1.00
hvězdová,1.00
svéboric,1.00
■popis,1.00
ním,1.00
kuchyně,1.00
ohništěm,1.00
komínem,1.00
kterým,1.00
eremitáž,1.00
odtud,1.00
lg 1,1.00
přívlastek,1.00
317 bělušice,1.00
fořtovna,1.00
fořtovny,1.00
branany,1.00
ležela,1.00
ležáky,1.00
černice,1.00
kota 369,1.00
kotě 369,1.00
oddělené,1.00
korunou,1.00
msl 2,1.00
jiříka,1.00
hochauzu,1.00
opuštěna,1.00
trvala,1.00
2 ervěnice,1.00
seestadtl,1.00
háji,1.00
bažantnice,1.00
čtverhranné,1.00
rovné,1.00
znatelný,1.00
vyvýšeno,1.00
výrazů,1.00
rvenic,1.00
rvenicíe1,1.00
see,1.00
jezero,1.00
lat,1.00
1238 albertus,1.00
liter,1.00
rvenice,1.00
75-000,1.00
pzanekytebn,1.00
dědiny,1.00
hořany,1.00
janov,1.00
hor,1.00
litvínova,1.00
140/i,1.00
jablonné,1.00
podještědí,1.00
klášterem,1.00
zrušen,1.00
pivovar,1.00
albrechtic,1.00
vyhorel,1.00
52/,1.00
konobrže,1.00
kopisty,1.00
3 patrová,1.00
5 oken,1.00
střílna,1.00
1543 kopisti,1.00
koporeč,1.00
1542 bart,1.00
welebudicz,1.00
korozluky,1.00
lužice,1.00
landeswarte,1.00
rozhlednu,1.00
1041 occardus,1.00
cosm,1.00
pan,1.00
13a/,1.00
odolice,1.00
patokraj,1.00
patokrejích,1.00
1553 manvic,1.00
literatúra,1.00
půh,1.00
vavr,1.00
11a/,1.00
nepřístupný,1.00
plošiny,1.00
1295 ••,1.00
polerady,1.00
schmalzhof,1.00
vlkanic,1.00
záluží,1.00
kamenné,1.00
přeměněna,1.00
í%o/neg,1.00
mileš,1.00
duchcova,1.00
ivě,1.00
náměstím,1.00
vymezeno,1.00
roce 1952,1.00
1961 pokračuje,1.00
máteratura,1.00
481-488 300,1.00
manda,1.00
břacislav,1.00
byelyny,1.00
podl,1.00
kap,1.00
bukovice,1.00
lhanice,1.00
bukovici,1.00
drážd,1.00
bžany,1.00
teplic,1.00
vybíhá,1.00
potůčkem,1.00
30d/,1.00
344 duchcov,1.00
čechách,1.00
baroku,1.00
stavěn,1.00
děj,1.00
33~/neg,1.00
hrobčice,1.00
rom,1.00
fozn,1.00
28a/,1.00
ad*t,1.00
kláštera,1.00
obět,1.00
albrecht,1.00
pogeticz,1.00
fa/neg,1.00
milešovkou,1.00
nejzqchovalejší,1.00
9zneg,1.00
nimž,1.00
882 schw,1.00
muller,1.00
urb,1.00
tepl,1.00
27o,1.00
aubschloss,1.00
krupky,1.00
koty 762,1.00
150 cm,1.00
tsb,1.00
křemýž,1.00
kttrá,1.00
hrzivzicz,1.00
rbii,1.00
oseku,1.00
lhenice,1.00
lukov,1.00
truzenicz,1.00
61/,1.00
lo6,1.00
měrunice,1.00
vaněk,1.00
mirunicích 1549,1.00
literatúre,1.00
mirošovice,1.00
eiii,1.00
aos,1.00
ohníč,1.00
keerá,1.00
křída,1.00
kamm,1.00
zalesněn,1.00
stromky,1.00
msi 467,1.00
rsokemape 125900,1.00
výšce,1.00
200 cm,1.00
kolejištěm,1.00
náramek,1.00
3 lnových,1.00
ducncova,1.00
riesenburg,1.00
polona,1.00
žexez,1.00
úzkém,1.00
kota 561,1.00
hrao,1.00
dělil,1.00
doiní,1.00
střeaní,1.00
norní,1.00
iesovnou,1.00
hozn,1.00
l226,1.00
1226 risenoerck,1.00
tao,1.00
34/,1.00
*ddkkomsnb,1.00
zue,1.00
tepiic,1.00
kota 275,1.00
hannelmnie,1.00
stavěnéno,1.00
tap,1.00
chabařovic,1.00
umčína,1.00
1 km,1.00
koty 416,1.00
1418 postúpili,1.00
vesnicemi,1.00
mller,1.00
1735/52,1.00
38b,1.00
velvěty,1.00
cukrovarem,1.00
velvětech,1.00
okupace,1.00
prorous 111,1.00
musea,1.00
cajtnam-liberté,1.00
teplíc,1.00
uro,1.00
tepi,1.00
53763 oor,1.00
všechlapech,1.00
roce 1638,1.00
32a/lneg,1.00
obvodě,1.00
všechlap,1.00
zabrušan,1.00
patří 9,1.00
-10,1.00
nění,1.00
přemístěna,1.00
kunratice,1.00
cviková,1.00
rozkládají,1.00
dvorkem,1.00
zahradou,1.00
vytesány,1.00
okna,1.00
patrna,1.00
lindavy,1.00
ga/,1.00
ponn,1.00
želénkách,1.00
žichov,1.00
tam,1.00
ostrof,1.00
rovná,1.00
pastviště,1.00
1303 joh,1.00
formúl,1.00
436 msi,1.00
tah,1.00
čerenia,1.00
mirkov,1.00
kota 545,1.00
sklepení,1.00
staveb,1.00
dotčeno,1.00
založ,1.00
wartenberka,1.00
1401 waczla,1.00
wartenberg,1.00
dráž,1.00
letop,1.00
ryjíce,1.00
24189 91/1,1.00
řehlovice,1.00
teplicích,1.00
zjistit,1.00
1401 venc,1.00
dz 7,1.00
kota 458,1.00
koty 458,1.00
250 kalina,1.00
jathensteina,1.00
gesselsch,1.00
čermná,1.00
čeřeniště,1.00
/33,1.00
330 dobětice,1.00
kuřívody,1.00
hrobovice,1.00
vyúsťuje,1.00
350 cm,1.00
hrbovic,1.00
kajzinku,1.00
hrbovicí,1.00
42a/1neg,1.00
/20,1.00
hořel,1.00
jo-,1.00
chuderov,1.00
437 leština,1.00
západojihozápadně,1.00
kupou,1.00
č44a/2neg,1.00
1z6,1.00
děčíne,1.00
zvýšeném,1.00
založený,1.00
50a/1neg,1.00
mojžíři,1.00
kote 281,1.00
nýbrž,1.00
kota 281,1.00
severním,1.00
řehlovicích,1.00
vevr,1.00
pa 1,1.00
sebuzín,1.00
domnívá,1.00
omylem,1.00
1251 testes,1.00
1413 jan,1.00
sebuzína,1.00
libochovan,1.00
/32,1.00
strážky,1.00
kota 509,1.00
pokřovinami,1.00
travou,1.00
povrchu,1.00
skalisku,1.00
rozdělen,1.00
přední,1.00
zép,1.00
labi,1.00
predhrádím,1.00
meg,1.00
s8íoh 102,1.00
plan,1.00
kvítkuv,1.00
kerba,1.00
peklo,1.00
vypíná,1.00
kolmá,1.00
nepřístupná,1.00
kdežto,1.00
okolním,1.00
tejsou,1.00
frydlantem,1.00
2ó%,1.00
sváfov,1.00
mater,1.00
aussig 1894,1.00
trmice,1.00
ad 1,1.00
ad 2,1.00
tuchomyšl,1.00
75 meg,1.00
424t,1.00
nazýváno,1.00
větruš,1.00
valtířov,1.00
koty 270,1.00
ideální,1.00
vítov,1.00
ámku,1.00
potoku,1.00
cur,1.00
01ešnice,1.00
vsv,1.00
koty 300,1.00
kratší,1.00
plánku,1.00
nález,1.00
1726/52,1.00
koty 521,1.00
3799/46,1.00
39a/2neg,1.00
všebořice,1.00
1526 jan,1.00
lungvic,1.00
šebořicích,1.00
žandov,1.00
chabeřovic,1.00
loun,1.00
poř,1.00
inv,1.00
jos,1.00
kabát,1.00
313 itoa,1.00
plánky/ 310,1.00
kvítkov,1.00
ostpoh,1.00
1295 joh,1.00
396 vyobr,1.00
-161,1.00
prameny,1.00
komotau,1.00
gorkau,1.00
jäthensteina,1.00
let 1354,1.00
1436 /ed,1.00
tlngl,1.00
vyd,1.00
borový,1.00
podlaha,1.00
erben,1.00
emler/,1.00
tomek/,1.00
dvorský,1.00
teige/,1.00
uvedených,1.00
jez,1.00
podj,1.00
markvertice,1.00
ahníkov,1.00
24232 boleboř,1.00
kyjice-ůjezd,1.00
libouš,1.00
albrechtice-jezeř,1.00
hájovny,1.00
hájovnou,1.00
hájovna,1.00
27511 tetčiněves,1.00
dobkovičky,1.00
24476 střílna,1.00
24462 erby,1.00
vnějšku,1.00
jihu,1.00
27513 mukařov,1.00
mukařov,1.00
22230 libochovany,1.00
blažkovic,1.00
vnitř,1.00
areálem,1.00
28409 chata,1.00
severozápadu,1.00
zahořeny,1.00
poloh,1.00
pravo,1.00
-hrad,1.00
stpy,1.00
1253-63,1.00
chváleni,1.00
žitavy,1.00
dom,1.00
ooa/eg,1.00
libědice,1.00
24251 velemyšleves,1.00
nedvíkov,1.00
stekník,1.00
alberg,1.00
dtto,1.00
24233 bělušice,1.00
patokryje,1.00
slov,1.00
22359 dvojbrení,1.00
hrbovice,1.00
barok,1.00
24451 boční,1.00
leština,1.00
svádov,1.00
tuzhomyšl,1.00
28ho 78,1.00
lesovna,1.00
29985 volfartice,1.00
vřísek,1.00
29984 okna,1.00
29977 hostíkovice,1.00
bal,1.00
ral,1.00
29987 petrovice,1.00
stvolínky,1.00
stružnice,1.00
hradišti,1.00
29998 reprodukce,1.00
díla,1.00
58278 oltářík,1.00
helfenburk,1.00
karlštejn,1.00
chřibské,1.00
58299 ico,1.00
58301 lol,1.00
58304 lo2,1.00
58305 lo3,1.00
58306 lo4,1.00
58307 lo5,1.00
30159 lo7,1.00
3ol6o 108,1.00
30167 lo9,1.00
pihel,1.00
velenice,1.00
hlásku,1.00
55432 ahníkov,1.00
55032 kyjice,1.00
boleboř,1.00
55026 údlice,1.00
kundratice,1.00
55031 nezabylice,1.00
hegz,1.00
55034 bílenec,1.00
55453 černice,1.00
53751 ervěnice,1.00
55039 lužice,1.00
55448 záluží,1.00
55450 polerady,1.00
bělušice,1.00
55036 korozluky,1.00
55047 ličkov,1.00
55444 lhota,1.00
55053 lhota,1.00
člnov,1.00
55049 x0,1.00
neexě,1.00
55062 stankovice,1.00
55446 hořetice,1.00
draguš,1.00
55057 lipno,1.00
55059 bezděkov,1.00
55051 železná,1.00
53754 mirošovice,1.00
rtýně,1.00
53758 velvěty,1.00
duchcov,1.00
24478 tepice,1.00
55024 holedeč,1.00
55014 mojžíř,1.00
55018 svádov,1.00
církvice,1.00
56730 čermná,1.00
56732 leština,1.00
březiny,1.00
valkeřice,1.00
ludvíkovice,1.00
babětín,1.00
těchlovice,1.00
55042 libědice,1.00
55440 třebívlice,1.00
53736 zahořany,1.00
minná,1.00
ploskovice,1.00
53743 podvi,1.00
lipoměřice,1.00
strážiště,1.00
56726 vrbičany,1.00
56716 okna,1.00
56720 tetčiněves,1.00
55441 boreč,1.00
55455 dobkovišky,1.00
hrušovany-prachová,1.00
litorněřiče,1.00
56708 dlažkovice,1.00
56713 konojedy,1.00
53745 milešov,1.00
56725 rašovice,1.00
56718 rochov,1.00
56712 libochovice,1.00
56714 b,1.00
drahobuz,1.00
56704 encovany,1.00
tvrz-zámek,1.00
pokretice,1.00
-neg,1.00
l-ípa-tvrziště,1.00
lípa-tvrziště,1.00
jablonného,1.00
připínajícího,1.00
věži,1.00
tomu,1.00
příchod,1.00
šíji,1.00
překopána,1.00
prům,1.00
ofa/,1.00
mimoň,1.00
zničení,1.00
pavlovice,1.00
odstraněny,1.00
petrovice,1.00
sokol,1.00
falkenberg’,1.00
petrovic,1.00
kota 583,1.00
příkrá,1.00
purgr,1.00
kota 536,1.00
raubschloss,1.00
dlouhým,1.00
25m,1.00
č88d/neg-č,1.00
z3g,1.00
boru,1.00
pihelberg,1.00
pihelu,1.00
úpätí,1.00
hrafy,1.00
115 vyobr,1.00
88a/2,1.00
postřelná,1.00
xxx 1444,1.00
vypálena,1.00
<46,1.00
loha,1.00
kota 694,1.00
palácové,1.00
staveným,1.00
1409 joh,1.00
dl 14,1.00
dz 2,1.00
kabíček,1.00
89a/,1.00
ronov,1.00
stvolínek,1.00
ronově,1.00
milštejně,1.00
737 anděl-kabíček,1.00
89a/2neg,1.00
a52,1.00
opr,1.00
falz 99,1.00
holanech,1.00
kola,1.00
ved,1.00
čtyřhranný,1.00
vyhloubený,1.00
louka,1.00
l542,1.00
rybnowie,1.00
30156 vyobr,1.00
173 15*7,1.00
rybníce,1.00
vytesené,1.00
xviii,1.00
roce 1670,1.00
oberlaus,1.00
lípa-nymburk,1.00
passage,1.00
fa/,1.00
rabenstein 7,1.00
šraubenberk,1.00
kota 372,1.00
sedlaček,1.00
ta/,1.00
západě,1.00
východě,1.00
ominus,1.00
1287 ben,1.00
straže,1.00
lib,1.00
zdenkonis,1.00
109 vyobr,1.00
20%2g,1.00
napájen,1.00
černý,1.00
domkem,1.00
vchody,1.00
údajů,1.00
1418 hinko,1.00
217 vyobr,1.00
a1a/,1.00
roce 1664,1.00
dochovaly,1.00
legat,1.00
stolenkach,1.00
> 2,1.00
osečná,1.00
svéboŕic,1.00
strúhanka,1.00
kota 396,1.00
dražé,1.00
1432 beneš,1.00
děvína,1.00
prodal,1.00
‘neg,1.00
vyvýšenine,1.00
vysoké,1.00
nimiž,1.00
prázdná,1.00
vybuzámek,1.00
kab,1.00
neq,1.00
2%8,1.00
výsledcích,1.00
4167/59,1.00
pokračováno,1.00
2342/60,1.00
2985/60,1.00
3337/60,1.00
3535/60,1.00
3775/60,1.00
4016/60,1.00
4ii0/60,1.00
4687/60,1.00
2494/61,1.00
2931/61,1.00
3702/61,1.00
4272/61,1.00
4691/61,1.00
4930/61,1.00
6410/61,1.00
376/62,1.00
980/62,1.00
2942/62,1.00
3072/62,1.00
3370/62,1.00
33 72/62,1.00
3548/62,1.00
5369/62,1.00
4006/62,1.00
4073/63,1.00
4374/63,1.00
4836/63,1.00
celkem,1.00
7291/62,1.00
prohlédnuto,1.00
připočíst,1.00
perštějn,1.00
lestkov,1.00
úhošt,1.00
úhoštany,1.00
meleš,1.00
ždár,1.00
kněžice,1.00
lhota,1.00
dolánky-rubín,1.00
podboř,1.00
rohozec,1.00
klubaný,1.00
vrbička,1.00
vroutek,1.00
vidhostice,1.00
breznice,1.00
krýry,1.00
bílenec,1.00
petrohrad,1.00
popsáno,1.00
zhodnoceno,1.00
hradištko,1.00
líerschberk,1.00
svébořice-pinskery,1.00
hradčany,1.00
kummer,1.00
-čance,1.00
zátyní,1.00
jsoe,1.00
skalách,1.00
patrny,1.00
*sev,1.00
tlustce,1.00
ůtěchovice,1.00
muoc,1.00
valtinov,1.00
waltinow,1.00
rozdíl,1.00
nyebr,1.00
típy,1.00
ustroh,1.00
xostels,1.00
hájenkou,1.00
194 uměl-pam,1.00
826 vyobr,1.00
111 ^01^0,1.00
volfartice,1.00
mitrowicz,1.00
dz 144,1.00
držení,1.00
vrchovany,1.00
kota 482,1.00
přístupný,1.00
nejvýznamnější,1.00
šváby,1.00
holen,1.00
obore,1.00
kota 324,1.00
východním,1.00
jihovýchodnía,1.00
vesměs,1.00
vybudovaný,1.00
ilit,1.00
29993 4/,1.00
jl6>3,1.00
zákupy,1.00
z^z,1.00
úvahu,1.00
zachyceny,1.00
literstuře,1.00
čsav,1.00
přitaké,1.00
označeny,1.00
stopách,1.00
takové,1.00
potak,1.00
udáním,1.00
polohy,1.00
jeho_popis,1.00
výzkumech,1.00
jakož,1.00
záznam,1.00
plánů,1.00
hradišt,1.00
fredevald,1.00
sperlingstejn,1.00
babětínem,1.00
joh,1.00
51a/,1.00
58309 celk,1.00
šternberk,1.00
oddělen,1.00
jménon,1.00
nezachovalo,1.00
známa,1.00
25000—+,1.00
libverda,1.00
2s000,1.00
františkov,1.00
scharfenstein,1.00
koty 277,1.00
288 anděl-kabíček,1.00
z5o,1.00
vzdálenosti,1.00
kota 544,1.00
poschodí,1.00
131 anděl,1.00
¥yebe-ttab,1.00
castell,1.00
kosmas,1.00
pokrač,1.00
klutschak,1.00
4%a/,1.00
hist,1.00
valem 4,1.00
quaderberg,1.00
kota 282,1.00
nutno,1.00
jasno,1.00
otázky,1.00
nikoliv,1.00
rozděleny,1.00
230 obrázků,1.00
95a,1.00
191 snímků,1.00
objektů,1.00
objektu,1.00
sepsány,1.00
praze,1.00
varnsdorfu,1.00
bhmberg,1.00
rynartic,1.00
roce 1804,1.00
podezdívce,1.00
191 výobr,1.00
horek,1.00
chorátic,1.00
podmikly,1.00
záměnu,1.00
huba,1.00
městys,1.00
/46,1.00
koty 329,1.00
druhotně,1.00
rozbořena,1.00
sommer,1.00
schaller,1.00
95 sommer,1.00
237 schaller,1.00
500/,1.00
rumburku,1.00
doubice,1.00
298 vyobr,1.00
hab,1.00
*7a,1.00
děčíny,1.00
mirabell,1.00
schlossberg,1.00
slabíkov,1.00
vyly,1.00
1057 cressicsi,1.00
cresici,1.00
45%,1.00
rumburka,1.00
vybíhajícím,1.00
výšiny,1.00
východ,1.00
ostruha,1.00
hřbelce,1.00
hřebíky,1.00
přezky,1.00
nezvěstné,1.00
stavbám,1.00
poloja,1.00
druhá,1.00
10m,1.00
1281 sig,1.00
seldáček,1.00
25000 adl,1.00
4ga/,1.00
22332*,1.00
/43,1.00
143a,1.00
685%63,1.00
klučel,1.00
hanu,1.00
svébořice,1.00
svor,1.00
milířsko,1.00
msi 758,1.00
sasku,1.00
perná,1.00
1697/52,1.00
rozhled,1.00
kota 66,1.00
jedlové,1.00
kota 770,1.00
neobydlen,1.00
rozvalinách,1.00
x25000,1.00
nea,1.00
rumburk,1.00
roce 1560,1.00
šluknov,1.00
knihovna,1.00
mínky,1.00
1/106,1.00
laus,1.00
mag,1.00
39/470n 2,1.00
126 -1,1.00
25=,1.00
á32,1.00
vzhkedem,1.00
lesů,1.00
německá,1.00
fořtovnu,1.00
1363 ad,1.00
wilh,1.00
1377 wilh,1.00
dz 250,1.00
470/,1.00
^5^,1.00
veselíčko,1.00
bohm,1.00
lokalitě,1.00
-ab,1.00
hit,1.00
kota 387,1.00
1446 schawenstein,1.00
flaneg,1.00
2-33,1.00
rozbělesy,1.00
podmokly,1.00
náspu,1.00
1436 jordana,1.00
drážďanech 2,1.00
tvrziš,1.00
kota 605,1.00
hradbami,1.00
věžemi,1.00
kota 577,1.00
středověkého,1.00
obrkab,1.00
-n- 58276,1.00
rytíř,1.00
dz 90,1.00
1958 odstraněn,1.00
-vrziště,1.00
loukou,1.00
sídla,1.00
gettersdorf,1.00
popůs,1.00
schônburku,1.00
zbořen,1.00
kořenice,1.00
